 2013 12  4  3 41   57.452770  2  5          -0.361     0.270           0.000    -3031276.910    -3031277.271       -0.362    -0.000     0.000
 2013 12  4  3 41   57.453481  3  5          -0.196     0.213           0.000    -3742380.708    -3742380.903       -0.198    -0.003     0.000
 2013 12  4  3 42    2.452765  2  3          -0.271     0.140           0.000      709440.806      709440.535       -0.269     0.002     0.000
 2013 12  4  3 42    2.452765  2  5          -0.294     0.274           0.000    -3031568.178    -3031568.472       -0.295    -0.000     0.000
 2013 12  4  3 42    2.453475  3  5          -0.058     0.185           0.000    -3741008.887    -3741008.945       -0.060    -0.003     0.000
 2013 12  4  3 42    7.452761  2  3          -0.429     0.158           0.000      707777.373      707776.944       -0.427     0.002     0.000
 2013 12  4  3 42    7.452761  2  5          -0.324     0.271           0.000    -3031859.143    -3031859.467       -0.324    -0.000     0.000
 2013 12  4  3 42    7.453468  3  5           0.076     0.232           0.000    -3739636.419    -3739636.343        0.073    -0.003     0.000
 2013 12  4  3 42   12.452756  2  3          -0.364     0.149           0.000      706113.463      706113.099       -0.362     0.002     0.000
 2013 12  4  3 42   12.452756  2  5          -0.325     0.274           0.000    -3032149.837    -3032150.163       -0.326    -0.000     0.000
 2013 12  4  3 42   12.453462  3  5           0.009     0.219           0.000    -3738263.199    -3738263.190        0.007    -0.003     0.000
 2013 12  4  3 42   17.452752  2  3          -0.361     0.210           0.000      704449.181      704448.820       -0.359     0.002     0.000
 2013 12  4  3 42   17.452752  2  5          -0.324     0.269           0.000    -3032440.225    -3032440.549       -0.324    -0.000     0.000
 2013 12  4  3 42   17.453456  3  5          -0.012     0.207           0.000    -3736889.316    -3736889.328       -0.015    -0.003     0.000
 2013 12  4  3 42   22.452747  2  3          -0.102     0.180           0.000      702784.551      702784.449       -0.100     0.002     0.000
 2013 12  4  3 42   22.452747  2  5          -0.316     0.268           0.000    -3032730.337    -3032730.653       -0.316    -0.000     0.000
